aqi,co,cosubindex,county,latitude,longitude,monitor_date,monitordate,no2,no2subindex,o3,o38subindex,o3subindex,pm10,pm10subindex,pm25subindex,pm2_5,site_name,siteid,sitename,so2,so2subindex,status
73,,3,,,,,2025-12-31,,51,,50,,,65,73,,,51,大寮,,6,
73,,7,,,,,2025-12-31,,57,,,,,68,73,,,50,鳳山,,19,
76,,3,,,,,2025-12-31,,55,,44,,,67,76,,,49,仁武,,19,
74,,3,,,,,2025-12-31,,50,,44,,,62,74,,,48,橋頭,,12,
47,,2,,,,,2025-12-31,,24,,47,,,45,45,,,47,美濃,,6,
57,,2,,,,,2025-12-31,,40,,43,,,51,57,,,46,臺南,,6,
57,,2,,,,,2025-12-31,,40,,44,,,54,57,,,45,安南,,6,
61,,2,,,,,2025-12-31,,33,,42,,,54,61,,,44,善化,,19,
53,,2,,,,,2025-12-31,,51,,38,,,51,53,,,43,新營,,12,
61,,3,,,,,2025-12-31,,38,,40,,,51,61,,,42,嘉義,,12,
48,,1,,,,,2025-12-31,,12,,,,,48,40,,,41,臺西,,12,
48,,2,,,,,2025-12-31,,21,,40,,,48,41,,,40,朴子,,6,
51,,2,,,,,2025-12-31,,29,,39,,,47,51,,,39,新港,,6,
52,,2,,,,,2025-12-31,,24,,35,,,35,52,,,38,崙背,,6,
55,,2,,,,,2025-12-31,,36,,42,,,48,55,,,37,斗六,,6,
40,,3,,,,,2025-12-31,,40,,32,,,28,38,,,36,南投,,6,
48,,2,,,,,2025-12-31,,21,,37,,,48,38,,,35,二林,,12,
31,,2,,,,,2025-12-31,,31,,,,,27,30,,,34,線西,,12,
34,,3,,,,,2025-12-31,,31,,34,,,22,26,,,33,彰化,,6,
34,,2,,,,,2025-12-31,,24,,34,,,18,21,,,32,西屯,,6,
38,,2,,,,,2025-12-31,,38,,31,,,20,27,,,31,忠明,,6,
48,,3,,,,,2025-12-31,,48,,31,,,28,21,,,30,大里,,6,
37,,1,,,,,2025-12-31,,19,,37,,,22,29,,,29,沙鹿,,6,
36,,2,,,,,2025-12-31,,21,,36,,,12,19,,,28,豐原,,6,
36,,1,,,,,2025-12-31,,17,,36,,,10,13,,,27,三義,,6,
35,,1,,,,,2025-12-31,,19,,35,,,15,31,,,26,苗栗,,6,
29,,2,,,,,2025-12-31,,26,,,,,25,29,,,25,頭份,,6,
36,,2,,,,,2025-12-31,,24,,36,,,25,27,,,24,新竹,,12,
38,,2,,,,,2025-12-31,,21,,38,,,13,19,,,23,竹東,,6,
37,,1,,,,,2025-12-31,,21,,37,,,27,27,,,22,湖口,,6,
36,,2,,,,,2025-12-31,,33,,36,,,18,29,,,21,龍潭,,6,
52,,2,,,,,2025-12-31,,52,,32,,,28,45,,,20,平鎮,,6,
41,,1,,,,,2025-12-31,,12,,41,,,37,38,,,19,觀音,,0,
39,,1,,,,,2025-12-31,,38,,39,,,33,31,,,18,大園,,12,
35,,2,,,,,2025-12-31,,29,,35,,,20,27,,,17,桃園,,6,
67,,24,,,,,2025-12-31,,67,,,,,22,43,,,16,大同,,12,
57,,3,,,,,2025-12-31,,57,,31,,,15,26,,,15,松山,,12,
57,,5,,,,,2025-12-31,,57,,32,,,18,23,,,14,古亭,,6,
62,,6,,,,,2025-12-31,,62,,30,,,18,35,,,13,萬華,,0,
60,,6,,,,,2025-12-31,,60,,31,,,23,34,,,12,中山,,0,
61,,3,,,,,2025-12-31,,61,,29,,,25,34,,,11,士林,,0,
38,,2,,,,,2025-12-31,,17,,38,,,20,23,,,10,淡水,,0,
39,,1,,,,,2025-12-31,,19,,39,,,18,31,,,9,林口,,6,
56,,3,,,,,2025-12-31,,56,,31,,,18,21,,,8,菜寮,,0,
43,,2,,,,,2025-12-31,,43,,34,,,25,24,,,7,新莊,,0,
62,,5,,,,,2025-12-31,,62,,31,,,20,40,,,6,板橋,,6,
60,,5,,,,,2025-12-31,,60,,30,,,20,27,,,5,土城,,0,
45,,3,,,,,2025-12-31,,45,,32,,,15,24,,,4,新店,,6,
56,,3,,,,,2025-12-31,,56,,34,,,13,24,,,2,汐止,,12,
41,,2,,,,,2025-12-31,,24,,41,,,27,34,,,1,基隆,,6,
68,,5,,,,,2025-12-30,,38,,,,,68,65,,,140,林森,,6,
53,,3,,,,,2025-12-30,,45,,35,,,40,53,,,139,員林,,6,
48,,1,,,,,2025-12-30,,26,,44,,,47,48,,,85,大城,,6,
54,,0,,,,,2025-12-30,,5,,50,,,54,42,,,84,富貴角,,6,
53,,2,,,,,2025-12-30,,33,,,,,53,44,,,83,麥寮,,12,
33,,1,,,,,2025-12-30,,14,,33,,,17,20,,,80,關山,,6,
47,,1,,,,,2025-12-30,,17,,47,,,45,47,,,78,馬公,,0,
79,,3,,,,,2025-12-30,,55,,71,,,63,79,,,77,金門,,19,
115,,3,,,,,2025-12-30,,21,,115,,,67,89,,,75,馬祖,,6,
45,,3,,,,,2025-12-30,,40,,37,,,32,45,,,72,埔里,,6,
82,,6,,,,,2025-12-30,,53,,,,,76,82,,,71,復興,,12,
60,,11,,,,,2025-12-30,,60,,,,,23,31,,,70,永和,,6,
52,,2,,,,,2025-12-30,,40,,42,,,42,52,,,69,竹山,,6,
58,,6,,,,,2025-12-30,,58,,,,,33,42,,,68,中壢,,6,
64,,12,,,,,2025-12-30,,64,,,,,28,36,,,67,三重,,6,
36,,2,,,,,2025-12-30,,31,,36,,,20,18,,,66,冬山,,0,
33,,2,,,,,2025-12-30,,21,,33,,,10,17,,,65,宜蘭,,0,
44,,1,,,,,2025-12-30,,2,,44,,,12,10,,,64,陽明,,6,
38,,2,,,,,2025-12-30,,14,,38,,,20,14,,,63,花蓮,,6,
40,,1,,,,,2025-12-30,,10,,40,,,37,19,,,62,臺東,,19,
43,,1,,,,,2025-12-30,,2,,43,,,10,15,,,61,恆春,,6,
65,,2,,,,,2025-12-30,,33,,50,,,59,65,,,60,潮州,,6,
61,,3,,,,,2025-12-30,,38,,46,,,60,61,,,59,屏東,,6,
87,,5,,,,,2025-12-30,,57,,48,,,78,87,,,58,小港,,12,
82,,5,,,,,2025-12-30,,53,,,,,82,76,,,57,前鎮,,44,
76,,3,,,,,2025-12-30,,50,,48,,,76,71,,,56,前金,,12,
74,,5,,,,,2025-12-30,,45,,44,,,74,73,,,54,左營,,12,
76,,2,,,,,2025-12-30,,48,,47,,,76,73,,,53,楠梓,,6,
84,,5,,,,,2025-12-30,,52,,51,,,81,84,,,52,林園,,19,
76,,3,,,,,2025-12-30,,53,,47,,,74,76,,,51,大寮,,12,
76,,7,,,,,2025-12-30,,55,,,,,76,74,,,50,鳳山,,12,
80,,6,,,,,2025-12-30,,53,,44,,,73,80,,,49,仁武,,6,
78,,2,,,,,2025-12-30,,48,,45,,,70,78,,,48,橋頭,,6,
51,,2,,,,,2025-12-30,,29,,51,,,45,48,,,47,美濃,,6,
64,,2,,,,,2025-12-30,,33,,43,,,64,58,,,46,臺南,,12,
67,,2,,,,,2025-12-30,,31,,41,,,67,63,,,45,安南,,6,
66,,2,,,,,2025-12-30,,33,,42,,,64,66,,,44,善化,,12,
64,,2,,,,,2025-12-30,,43,,38,,,64,60,,,43,新營,,6,
68,,3,,,,,2025-12-30,,40,,36,,,62,68,,,42,嘉義,,19,
47,,1,,,,,2025-12-30,,19,,,,,47,37,,,41,臺西,,6,
54,,2,,,,,2025-12-30,,29,,37,,,54,49,,,40,朴子,,6,
60,,2,,,,,2025-12-30,,48,,36,,,58,60,,,39,新港,,12,
60,,2,,,,,2025-12-30,,38,,35,,,54,60,,,38,崙背,,12,
66,,3,,,,,2025-12-30,,40,,40,,,59,66,,,37,斗六,,6,
46,,3,,,,,2025-12-30,,45,,35,,,40,46,,,36,南投,,6,
61,,2,,,,,2025-12-30,,38,,36,,,61,46,,,35,二林,,19,
52,,3,,,,,2025-12-30,,52,,,,,42,39,,,34,線西,,12,
46,,3,,,,,2025-12-30,,45,,32,,,35,46,,,33,彰化,,6,
54,,3,,,,,2025-12-30,,54,,33,,,35,46,,,32,西屯,,6,
52,,5,,,,,2025-12-30,,52,,28,,,35,44,,,31,忠明,,6,
43,,5,,,,,2025-12-30,,43,,30,,,38,40,,,30,大里,,6,
51,,2,,,,,2025-12-30,,51,,36,,,33,35,,,29,沙鹿,,6,
38,,2,,,,,2025-12-30,,38,,33,,,25,31,,,28,豐原,,6,
33,,2,,,,,2025-12-30,,33,,32,,,17,28,,,27,三義,,6,
38,,2,,,,,2025-12-30,,38,,33,,,23,37,,,26,苗栗,,6,
48,,2,,,,,2025-12-30,,48,,,,,28,28,,,25,頭份,,6,
51,,2,,,,,2025-12-30,,51,,35,,,28,35,,,24,新竹,,12,
36,,2,,,,,2025-12-30,,31,,36,,,18,23,,,23,竹東,,12,
54,,2,,,,,2025-12-30,,54,,40,,,28,25,,,22,湖口,,6,
45,,2,,,,,2025-12-30,,45,,31,,,20,20,,,21,龍潭,,6,
57,,2,,,,,2025-12-30,,57,,31,,,27,40,,,20,平鎮,,6,
43,,1,,,,,2025-12-30,,12,,43,,,35,29,,,19,觀音,,6,
54,,1,,,,,2025-12-30,,54,,37,,,27,25,,,18,大園,,19,
53,,3,,,,,2025-12-30,,53,,34,,,22,27,,,17,桃園,,6,
65,,16,,,,,2025-12-30,,65,,,,,23,42,,,16,大同,,6,
53,,3,,,,,2025-12-30,,53,,24,,,23,27,,,15,松山,,6,
51,,3,,,,,2025-12-30,,51,,32,,,23,22,,,14,古亭,,6,
59,,6,,,,,2025-12-30,,59,,25,,,20,28,,,13,萬華,,6,
54,,5,,,,,2025-12-30,,54,,26,,,27,30,,,12,中山,,6,
61,,5,,,,,2025-12-30,,61,,37,,,22,29,,,11,士林,,0,
38,,1,,,,,2025-12-30,,26,,38,,,22,25,,,10,淡水,,6,
39,,1,,,,,2025-12-30,,21,,39,,,18,21,,,9,林口,,6,
54,,3,,,,,2025-12-30,,54,,31,,,18,21,,,8,菜寮,,6,
48,,2,,,,,2025-12-30,,48,,33,,,30,26,,,7,新莊,,0,
57,,3,,,,,2025-12-30,,57,,25,,,20,33,,,6,板橋,,0,
60,,5,,,,,2025-12-30,,60,,29,,,22,21,,,5,土城,,0,
45,,2,,,,,2025-12-30,,45,,33,,,17,23,,,4,新店,,6,
52,,3,,,,,2025-12-30,,52,,31,,,18,22,,,2,汐止,,6,
41,,2,,,,,2025-12-30,,36,,41,,,27,30,,,1,基隆,,6,
57,,6,,,,,2025-12-29,,52,,,,,57,55,,,140,林森,,12,
53,,3,,,,,2025-12-29,,53,,37,,,38,45,,,139,員林,,12,
46,,1,,,,,2025-12-29,,14,,46,,,35,40,,,85,大城,,6,
47,,0,,,,,2025-12-29,,7,,47,,,35,25,,,84,富貴角,,12,
43,,3,,,,,2025-12-29,,31,,,,,43,29,,,83,麥寮,,12,
32,,1,,,,,2025-12-29,,12,,32,,,13,17,,,80,關山,,0,
49,,1,,,,,2025-12-29,,7,,49,,,42,35,,,78,馬公,,0,
57,,2,,,,,2025-12-29,,53,,48,,,50,57,,,77,金門,,19,
50,,2,,,,,2025-12-29,,19,,50,,,37,42,,,75,馬祖,,12,
55,,3,,,,,2025-12-29,,55,,34,,,30,38,,,72,埔里,,6,
81,,8,,,,,2025-12-29,,56,,,,,65,81,,,71,復興,,6,
53,,5,,,,,2025-12-29,,53,,,,,28,24,,,70,永和,,6,
59,,3,,,,,2025-12-29,,52,,31,,,48,59,,,69,竹山,,12,
54,,8,,,,,2025-12-29,,54,,,,,30,32,,,68,中壢,,6,
62,,10,,,,,2025-12-29,,62,,,,,32,31,,,67,三重,,6,
45,,1,,,,,2025-12-29,,45,,30,,,15,21,,,66,冬山,,0,
31,,1,,,,,2025-12-29,,19,,31,,,8,18,,,65,宜蘭,,6,
41,,1,,,,,2025-12-29,,2,,41,,,15,8,,,64,陽明,,6,
45,,3,,,,,2025-12-29,,45,,33,,,18,17,,,63,花蓮,,6,
37,,1,,,,,2025-12-29,,14,,37,,,20,16,,,62,臺東,,6,
41,,1,,,,,2025-12-29,,0,,41,,,7,9,,,61,恆春,,6,
76,,3,,,,,2025-12-29,,33,,48,,,61,76,,,60,潮州,,12,
64,,3,,,,,2025-12-29,,53,,42,,,60,64,,,59,屏東,,6,
83,,7,,,,,2025-12-29,,64,,28,,,70,83,,,58,小港,,25,
72,,6,,,,,2025-12-29,,54,,,,,71,72,,,57,前鎮,,38,
73,,5,,,,,2025-12-29,,52,,40,,,69,73,,,56,前金,,12,
79,,5,,,,,2025-12-29,,52,,35,,,63,79,,,54,左營,,12,
74,,3,,,,,2025-12-29,,50,,35,,,74,74,,,53,楠梓,,12,
79,,3,,,,,2025-12-29,,58,,39,,,73,79,,,52,林園,,44,
76,,5,,,,,2025-12-29,,60,,38,,,70,76,,,51,大寮,,19,
76,,8,,,,,2025-12-29,,63,,,,,68,76,,,50,鳳山,,19,
82,,5,,,,,2025-12-29,,67,,31,,,74,82,,,49,仁武,,12,
81,,3,,,,,2025-12-29,,54,,31,,,67,81,,,48,橋頭,,12,
46,,2,,,,,2025-12-29,,29,,35,,,32,46,,,47,美濃,,0,
53,,3,,,,,2025-12-29,,53,,39,,,51,52,,,46,臺南,,12,
51,,3,,,,,2025-12-29,,36,,40,,,51,51,,,45,安南,,12,
61,,2,,,,,2025-12-29,,36,,36,,,53,61,,,44,善化,,19,
47,,2,,,,,2025-12-29,,38,,38,,,47,46,,,43,新營,,12,
63,,3,,,,,2025-12-29,,43,,31,,,54,63,,,42,嘉義,,19,
38,,1,,,,,2025-12-29,,14,,,,,38,28,,,41,臺西,,6,
42,,2,,,,,2025-12-29,,36,,42,,,42,33,,,40,朴子,,12,
44,,2,,,,,2025-12-29,,21,,39,,,43,44,,,39,新港,,12,
44,,2,,,,,2025-12-29,,24,,40,,,40,44,,,38,崙背,,12,
68,,3,,,,,2025-12-29,,52,,37,,,60,68,,,37,斗六,,12,
58,,5,,,,,2025-12-29,,58,,31,,,45,52,,,36,南投,,6,
52,,2,,,,,2025-12-29,,24,,41,,,52,27,,,35,二林,,19,
38,,3,,,,,2025-12-29,,33,,,,,38,25,,,34,線西,,25,
48,,2,,,,,2025-12-29,,48,,35,,,37,33,,,33,彰化,,6,
55,,3,,,,,2025-12-29,,55,,33,,,33,38,,,32,西屯,,6,
50,,3,,,,,2025-12-29,,50,,32,,,33,34,,,31,忠明,,12,
60,,6,,,,,2025-12-29,,60,,32,,,48,41,,,30,大里,,12,
52,,2,,,,,2025-12-29,,52,,39,,,33,25,,,29,沙鹿,,6,
55,,3,,,,,2025-12-29,,55,,31,,,30,31,,,28,豐原,,12,
40,,1,,,,,2025-12-29,,36,,40,,,18,19,,,27,三義,,6,
58,,5,,,,,2025-12-29,,55,,35,,,38,58,,,26,苗栗,,25,
55,,3,,,,,2025-12-29,,55,,,,,30,28,,,25,頭份,,25,
55,,5,,,,,2025-12-29,,55,,33,,,23,21,,,24,新竹,,12,
38,,2,,,,,2025-12-29,,38,,31,,,17,20,,,23,竹東,,12,
69,,3,,,,,2025-12-29,,69,,34,,,27,17,,,22,湖口,,6,
33,,2,,,,,2025-12-29,,33,,33,,,22,17,,,21,龍潭,,6,
40,,3,,,,,2025-12-29,,40,,31,,,20,27,,,20,平鎮,,6,
45,,1,,,,,2025-12-29,,45,,38,,,35,31,,,19,觀音,,19,
57,,2,,,,,2025-12-29,,57,,31,,,23,18,,,18,大園,,12,
48,,3,,,,,2025-12-29,,48,,26,,,17,16,,,17,桃園,,6,
64,,9,,,,,2025-12-29,,64,,,,,18,29,,,16,大同,,12,
60,,3,,,,,2025-12-29,,60,,25,,,28,25,,,15,松山,,12,
36,,2,,,,,2025-12-29,,36,,35,,,28,20,,,14,古亭,,6,
59,,3,,,,,2025-12-29,,59,,28,,,22,24,,,13,萬華,,12,
59,,5,,,,,2025-12-29,,59,,27,,,32,26,,,12,中山,,6,
45,,2,,,,,2025-12-29,,45,,32,,,25,19,,,11,士林,,6,
58,,3,,,,,2025-12-29,,58,,32,,,28,18,,,10,淡水,,12,
52,,2,,,,,2025-12-29,,52,,31,,,23,25,,,9,林口,,6,
54,,3,,,,,2025-12-29,,54,,35,,,20,17,,,8,菜寮,,6,
55,,3,,,,,2025-12-29,,55,,36,,,33,21,,,7,新莊,,6,
51,,3,,,,,2025-12-29,,51,,31,,,20,23,,,6,板橋,,6,
48,,3,,,,,2025-12-29,,48,,32,,,17,13,,,5,土城,,0,
45,,2,,,,,2025-12-29,,45,,35,,,18,16,,,4,新店,,6,
59,,2,,,,,2025-12-29,,59,,29,,,18,23,,,2,汐止,,6,
52,,3,,,,,2025-12-29,,52,,38,,,18,17,,,1,基隆,,6,
63,,5,,,,,2025-12-28,,50,,,,,51,63,,,140,林森,,19,
56,,3,,,,,2025-12-28,,31,,28,,,27,56,,,139,員林,,12,
40,,2,,,,,2025-12-28,,26,,37,,,32,40,,,85,大城,,25,
44,,0,,,,,2025-12-28,,7,,44,,,35,27,,,84,富貴角,,0,
35,,2,,,,,2025-12-28,,29,,,,,33,35,,,83,麥寮,,19,
32,,1,,,,,2025-12-28,,10,,32,,,8,16,,,80,關山,,6,
42,,1,,,,,2025-12-28,,7,,42,,,32,23,,,78,馬公,,6,
53,,2,,,,,2025-12-28,,38,,46,,,43,53,,,77,金門,,12,
46,,2,,,,,2025-12-28,,26,,42,,,38,46,,,75,馬祖,,12,
42,,2,,,,,2025-12-28,,26,,28,,,28,42,,,72,埔里,,6,
68,,5,,,,,2025-12-28,,53,,,,,52,68,,,71,復興,,12,
45,,3,,,,,2025-12-28,,45,,,,,17,27,,,70,永和,,12,
59,,3,,,,,2025-12-28,,36,,21,,,37,59,,,69,竹山,,12,
54,,5,,,,,2025-12-28,,54,,,,,20,24,,,68,中壢,,6,
59,,9,,,,,2025-12-28,,59,,,,,22,23,,,67,三重,,6,
35,,1,,,,,2025-12-28,,14,,35,,,5,8,,,66,冬山,,0,
31,,1,,,,,2025-12-28,,17,,31,,,3,14,,,65,宜蘭,,0,
39,,1,,,,,2025-12-28,,0,,39,,,5,5,,,64,陽明,,6,
35,,2,,,,,2025-12-28,,17,,35,,,15,15,,,63,花蓮,,6,
38,,1,,,,,2025-12-28,,7,,38,,,13,15,,,62,臺東,,6,
39,,1,,,,,2025-12-28,,2,,39,,,5,8,,,61,恆春,,0,
73,,3,,,,,2025-12-28,,31,,51,,,55,73,,,60,潮州,,12,
67,,3,,,,,2025-12-28,,40,,36,,,47,67,,,59,屏東,,6,
69,,5,,,,,2025-12-28,,55,,40,,,54,69,,,58,小港,,19,
63,,5,,,,,2025-12-28,,51,,,,,58,63,,,57,前鎮,,31,
62,,3,,,,,2025-12-28,,48,,37,,,57,62,,,56,前金,,6,
65,,3,,,,,2025-12-28,,38,,33,,,51,65,,,54,左營,,12,
68,,2,,,,,2025-12-28,,36,,33,,,57,68,,,53,楠梓,,12,
73,,3,,,,,2025-12-28,,52,,37,,,62,73,,,52,林園,,38,
69,,3,,,,,2025-12-28,,45,,42,,,52,69,,,51,大寮,,12,
62,,5,,,,,2025-12-28,,54,,,,,53,62,,,50,鳳山,,12,
70,,3,,,,,2025-12-28,,50,,34,,,59,70,,,49,仁武,,19,
71,,3,,,,,2025-12-28,,38,,32,,,53,71,,,48,橋頭,,6,
53,,3,,,,,2025-12-28,,26,,32,,,38,53,,,47,美濃,,6,
60,,3,,,,,2025-12-28,,48,,31,,,47,60,,,46,臺南,,12,
60,,3,,,,,2025-12-28,,36,,31,,,43,60,,,45,安南,,12,
70,,2,,,,,2025-12-28,,31,,29,,,54,70,,,44,善化,,25,
63,,2,,,,,2025-12-28,,33,,26,,,43,63,,,43,新營,,12,
67,,3,,,,,2025-12-28,,36,,23,,,50,67,,,42,嘉義,,50,
33,,2,,,,,2025-12-28,,26,,,,,33,27,,,41,臺西,,12,
50,,2,,,,,2025-12-28,,33,,30,,,37,50,,,40,朴子,,12,
61,,2,,,,,2025-12-28,,38,,27,,,40,61,,,39,新港,,12,
56,,3,,,,,2025-12-28,,33,,28,,,37,56,,,38,崙背,,19,
29,,2,,,,,2025-12-28,,29,,27,,,,,,,37,斗六,,6,
55,,3,,,,,2025-12-28,,50,,24,,,35,55,,,36,南投,,6,
38,,3,,,,,2025-12-28,,29,,31,,,38,36,,,35,二林,,19,
31,,3,,,,,2025-12-28,,31,,,,,20,21,,,34,線西,,25,
38,,3,,,,,2025-12-28,,38,,29,,,22,38,,,33,彰化,,6,
38,,2,,,,,2025-12-28,,36,,27,,,22,38,,,32,西屯,,6,
35,,3,,,,,2025-12-28,,33,,26,,,22,35,,,31,忠明,,12,
40,,5,,,,,2025-12-28,,40,,24,,,32,36,,,30,大里,,6,
32,,1,,,,,2025-12-28,,21,,32,,,22,27,,,29,沙鹿,,6,
33,,2,,,,,2025-12-28,,21,,27,,,18,33,,,28,豐原,,19,
29,,1,,,,,2025-12-28,,14,,29,,,10,16,,,27,三義,,6,
32,,1,,,,,2025-12-28,,26,,32,,,12,23,,,26,苗栗,,12,
33,,2,,,,,2025-12-28,,33,,,,,18,18,,,25,頭份,,6,
33,,2,,,,,2025-12-28,,26,,33,,,13,17,,,24,新竹,,12,
31,,2,,,,,2025-12-28,,21,,31,,,10,13,,,23,竹東,,12,
32,,1,,,,,2025-12-28,,19,,32,,,18,10,,,22,湖口,,6,
31,,2,,,,,2025-12-28,,24,,31,,,10,,,,21,龍潭,,6,
38,,2,,,,,2025-12-28,,38,,31,,,15,16,,,20,平鎮,,0,
45,,1,,,,,2025-12-28,,45,,37,,,15,19,,,19,觀音,,6,
60,,2,,,,,2025-12-28,,60,,34,,,15,15,,,18,大園,,12,
36,,2,,,,,2025-12-28,,36,,32,,,8,14,,,17,桃園,,12,
58,,8,,,,,2025-12-28,,58,,,,,13,28,,,16,大同,,12,
43,,2,,,,,2025-12-28,,43,,28,,,17,18,,,15,松山,,19,
31,,2,,,,,2025-12-28,,24,,31,,,13,13,,,14,古亭,,12,
43,,2,,,,,2025-12-28,,43,,29,,,12,20,,,13,萬華,,12,
54,,3,,,,,2025-12-28,,54,,28,,,22,23,,,12,中山,,6,
43,,2,,,,,2025-12-28,,43,,33,,,12,15,,,11,士林,,12,
33,,2,,,,,2025-12-28,,33,,32,,,12,16,,,10,淡水,,6,
33,,2,,,,,2025-12-28,,33,,31,,,12,13,,,9,林口,,12,
38,,2,,,,,2025-12-28,,38,,30,,,12,10,,,8,菜寮,,12,
32,,1,,,,,2025-12-28,,24,,32,,,18,16,,,7,新莊,,6,
36,,2,,,,,2025-12-28,,36,,29,,,12,25,,,6,板橋,,12,
31,,2,,,,,2025-12-28,,29,,31,,,13,9,,,5,土城,,6,
31,,2,,,,,2025-12-28,,29,,31,,,10,15,,,4,新店,,12,
36,,1,,,,,2025-12-28,,36,,30,,,10,17,,,2,汐止,,12,
40,,2,,,,,2025-12-28,,40,,36,,,15,17,,,1,基隆,,6,
74,,7,,,,,2025-12-27,,55,,,,,62,74,,,140,林森,,25,
50,,3,,,,,2025-12-27,,50,,28,,,27,47,,,139,員林,,19,
49,,3,,,,,2025-12-27,,38,,35,,,37,49,,,85,大城,,19,
42,,0,,,,,2025-12-27,,2,,42,,,37,30,,,84,富貴角,,0,
43,,6,,,,,2025-12-27,,38,,,,,37,43,,,83,麥寮,,12,
25,,1,,,,,2025-12-27,,14,,25,,,12,16,,,80,關山,,6,
38,,1,,,,,2025-12-27,,7,,38,,,30,27,,,78,馬公,,6,
48,,2,,,,,2025-12-27,,31,,43,,,37,48,,,77,金門,,12,
47,,3,,,,,2025-12-27,,19,,37,,,40,47,,,75,馬祖,,19,
53,,3,,,,,2025-12-27,,21,,26,,,32,53,,,72,埔里,,6,
67,,5,,,,,2025-12-27,,54,,,,,54,67,,,71,復興,,6,
53,,5,,,,,2025-12-27,,53,,,,,13,19,,,70,永和,,6,
64,,3,,,,,2025-12-27,,45,,22,,,45,64,,,69,竹山,,12,
53,,5,,,,,2025-12-27,,53,,,,,20,31,,,68,中壢,,6,
60,,10,,,,,2025-12-27,,60,,,,,23,26,,,67,三重,,6,
50,,1,,,,,2025-12-27,,50,,31,,,7,15,,,66,冬山,,0,
31,,1,,,,,2025-12-27,,12,,31,,,3,15,,,65,宜蘭,,6,
38,,1,,,,,2025-12-27,,2,,38,,,8,5,,,64,陽明,,6,
36,,3,,,,,2025-12-27,,36,,31,,,15,13,,,63,花蓮,,12,
24,,2,,,,,2025-12-27,,21,,24,,,12,10,,,62,臺東,,12,
34,,1,,,,,2025-12-27,,5,,34,,,3,5,,,61,恆春,,6,
65,,2,,,,,2025-12-27,,33,,32,,,53,65,,,60,潮州,,6,
61,,3,,,,,2025-12-27,,33,,30,,,53,61,,,59,屏東,,6,
66,,3,,,,,2025-12-27,,56,,31,,,55,66,,,58,小港,,12,
59,,5,,,,,2025-12-27,,53,,,,,59,59,,,57,前鎮,,19,
63,,3,,,,,2025-12-27,,52,,32,,,63,62,,,56,前金,,12,
68,,3,,,,,2025-12-27,,52,,31,,,58,68,,,54,左營,,12,
64,,3,,,,,2025-12-27,,51,,31,,,60,64,,,53,楠梓,,6,
68,,3,,,,,2025-12-27,,50,,32,,,61,68,,,52,林園,,19,
65,,3,,,,,2025-12-27,,45,,31,,,54,65,,,51,大寮,,19,
64,,5,,,,,2025-12-27,,53,,,,,55,64,,,50,鳳山,,12,
64,,3,,,,,2025-12-27,,54,,31,,,59,64,,,49,仁武,,19,
76,,5,,,,,2025-12-27,,52,,33,,,60,76,,,48,橋頭,,12,
52,,3,,,,,2025-12-27,,26,,33,,,42,52,,,47,美濃,,6,
73,,5,,,,,2025-12-27,,57,,32,,,59,73,,,46,臺南,,19,
71,,5,,,,,2025-12-27,,51,,33,,,55,71,,,45,安南,,12,
74,,3,,,,,2025-12-27,,52,,31,,,59,74,,,44,善化,,31,
63,,3,,,,,2025-12-27,,52,,30,,,47,63,,,43,新營,,6,
66,,5,,,,,2025-12-27,,52,,26,,,50,66,,,42,嘉義,,31,
40,,6,,,,,2025-12-27,,38,,,,,38,40,,,41,臺西,,6,
55,,3,,,,,2025-12-27,,33,,32,,,42,55,,,40,朴子,,12,
56,,3,,,,,2025-12-27,,36,,30,,,40,56,,,39,新港,,12,
49,,5,,,,,2025-12-27,,33,,25,,,32,49,,,38,崙背,,6,
70,,3,,,,,2025-12-27,,55,,29,,,54,70,,,37,斗六,,6,
61,,3,,,,,2025-12-27,,50,,21,,,42,61,,,36,南投,,6,
40,,5,,,,,2025-12-27,,33,,31,,,40,32,,,35,二林,,6,
29,,3,,,,,2025-12-27,,29,,,,,17,23,,,34,線西,,19,
43,,3,,,,,2025-12-27,,43,,25,,,23,35,,,33,彰化,,6,
51,,3,,,,,2025-12-27,,51,,26,,,23,38,,,32,西屯,,6,
51,,5,,,,,2025-12-27,,51,,23,,,25,36,,,31,忠明,,6,
52,,5,,,,,2025-12-27,,52,,22,,,30,33,,,30,大里,,6,
33,,2,,,,,2025-12-27,,33,,30,,,18,23,,,29,沙鹿,,6,
37,,3,,,,,2025-12-27,,36,,25,,,23,37,,,28,豐原,,19,
31,,2,,,,,2025-12-27,,31,,25,,,8,17,,,27,三義,,6,
31,,1,,,,,2025-12-27,,31,,25,,,10,21,,,26,苗栗,,6,
33,,2,,,,,2025-12-27,,33,,,,,17,19,,,25,頭份,,12,
33,,2,,,,,2025-12-27,,33,,28,,,12,16,,,24,新竹,,6,
33,,2,,,,,2025-12-27,,33,,30,,,10,9,,,23,竹東,,6,
31,,1,,,,,2025-12-27,,26,,31,,,18,10,,,22,湖口,,6,
36,,2,,,,,2025-12-27,,36,,29,,,13,10,,,21,龍潭,,6,
52,,3,,,,,2025-12-27,,52,,29,,,17,31,,,20,平鎮,,6,
33,,1,,,,,2025-12-27,,33,,33,,,17,15,,,19,觀音,,6,
54,,1,,,,,2025-12-27,,54,,30,,,13,17,,,18,大園,,12,
